id;name;status;address;city;state;zip;phone;contact;district_office;do_phone;license_no;Email Address;Website;Details;Services;Adoption Process
;Pathways Youth & Family Services - Del Rio;Licensed;2116 Veterans Blvd, Suite 4;Del Rio;TX;78840;(830) 775-5358;;;;;;http://www.pathway.org/;"Pathways is a Texas-based non-profit social services organization dedicated to creating environments where children and families thrive. We provide a wide array of social services including adoption, foster care, counseling, therapy and other in-home services. All children need great parents. Why? Because parents create the stable, safe and nurturing environments in which children thrive. This is the premise of our adoption program and why we strive to find permanent homes for children. Our adoption staff is committed to ensuring the success of all the children and families we have the privilege to work with and we are committed to excellence before, during and after the adoption process. Our adoptive families will always have Pathways as an advocate and supporting partner. It is our goal to provide each home and child the best opportunity for a successful adoption experience. Pathways Adoptive Families: Provide for their children's safety at all times; Create an environment where children can thrive; Encourage and develop each child’s unique interests and curiosity; Help the children discover their own unique gifts & talents. Pathways also believes that children can succeed in homes of varying religious affiliations, racial make-ups and socio-economic backgrounds.  We work with families that share a common interest in healing the past and building strong futures in every child we encounter.";"Adoption; Foster Care; Residential Care; Kinship Care; Home Maker Services; Family Counseling; Home Studies; Assessments ";
;Pathways Youth & Family Services - Houston;Licensed;1445 North Loop West, Suite 600;Houston;TX;77008;(832) 726-0888;;;;;;http://www.pathway.org/;"Pathways is a Texas-based non-profit social services organization dedicated to creating environments where children and families thrive. We provide a wide array of social services including adoption, foster care, counseling, therapy and other in-home services. All children need great parents. Why? Because parents create the stable, safe and nurturing environments in which children thrive. This is the premise of our adoption program and why we strive to find permanent homes for children. Our adoption staff is committed to ensuring the success of all the children and families we have the privilege to work with and we are committed to excellence before, during and after the adoption process. Our adoptive families will always have Pathways as an advocate and supporting partner. It is our goal to provide each home and child the best opportunity for a successful adoption experience. Pathways Adoptive Families: Provide for their children's safety at all times; Create an environment where children can thrive; Encourage and develop each child’s unique interests and curiosity; Help the children discover their own unique gifts & talents. Pathways also believes that children can succeed in homes of varying religious affiliations, racial make-ups and socio-economic backgrounds.  We work with families that share a common interest in healing the past and building strong futures in every child we encounter.";"Adoption; Foster Care; Residential Care; Kinship Care; Home Maker Services; Family Counseling; Home Studies; Assessments ";
;Pathways Youth & Family Services - Kerrville;Licensed;222 Sidney Baker Street, Suite 435;Kerrville;TX;78028;(830) 515-4343;;;;;;http://www.pathway.org/;"Pathways is a Texas-based non-profit social services organization dedicated to creating environments where children and families thrive. We provide a wide array of social services including adoption, foster care, counseling, therapy and other in-home services. All children need great parents. Why? Because parents create the stable, safe and nurturing environments in which children thrive. This is the premise of our adoption program and why we strive to find permanent homes for children. Our adoption staff is committed to ensuring the success of all the children and families we have the privilege to work with and we are committed to excellence before, during and after the adoption process. Our adoptive families will always have Pathways as an advocate and supporting partner. It is our goal to provide each home and child the best opportunity for a successful adoption experience. Pathways Adoptive Families: Provide for their children's safety at all times; Create an environment where children can thrive; Encourage and develop each child’s unique interests and curiosity; Help the children discover their own unique gifts & talents. Pathways also believes that children can succeed in homes of varying religious affiliations, racial make-ups and socio-economic backgrounds.  We work with families that share a common interest in healing the past and building strong futures in every child we encounter.";"Adoption; Foster Care; Residential Care; Kinship Care; Home Maker Services; Family Counseling; Home Studies; Assessments ";
;Pathways Youth & Family Services - McAllen;Licensed;6400 North 10th Street, Suite D;McAllen;TX;78501;(956) 205-1897;;;;;;http://www.pathway.org/;"Pathways is a Texas-based non-profit social services organization dedicated to creating environments where children and families thrive. We provide a wide array of social services including adoption, foster care, counseling, therapy and other in-home services. All children need great parents. Why? Because parents create the stable, safe and nurturing environments in which children thrive. This is the premise of our adoption program and why we strive to find permanent homes for children. Our adoption staff is committed to ensuring the success of all the children and families we have the privilege to work with and we are committed to excellence before, during and after the adoption process. Our adoptive families will always have Pathways as an advocate and supporting partner. It is our goal to provide each home and child the best opportunity for a successful adoption experience. Pathways Adoptive Families: Provide for their children's safety at all times; Create an environment where children can thrive; Encourage and develop each child’s unique interests and curiosity; Help the children discover their own unique gifts & talents. Pathways also believes that children can succeed in homes of varying religious affiliations, racial make-ups and socio-economic backgrounds.  We work with families that share a common interest in healing the past and building strong futures in every child we encounter.";"Adoption; Foster Care; Residential Care; Kinship Care; Home Maker Services; Family Counseling; Home Studies; Assessments ";
;Pathways Youth & Family Services - Odessa;Licensed;808 Tower Drive, Suite 4;Odessa;TX;79761;(432) 699-7763;;;;;;http://www.pathway.org/;"Pathways is a Texas-based non-profit social services organization dedicated to creating environments where children and families thrive. We provide a wide array of social services including adoption, foster care, counseling, therapy and other in-home services. All children need great parents. Why? Because parents create the stable, safe and nurturing environments in which children thrive. This is the premise of our adoption program and why we strive to find permanent homes for children. Our adoption staff is committed to ensuring the success of all the children and families we have the privilege to work with and we are committed to excellence before, during and after the adoption process. Our adoptive families will always have Pathways as an advocate and supporting partner. It is our goal to provide each home and child the best opportunity for a successful adoption experience. Pathways Adoptive Families: Provide for their children's safety at all times; Create an environment where children can thrive; Encourage and develop each child’s unique interests and curiosity; Help the children discover their own unique gifts & talents. Pathways also believes that children can succeed in homes of varying religious affiliations, racial make-ups and socio-economic backgrounds.  We work with families that share a common interest in healing the past and building strong futures in every child we encounter.";"Adoption; Foster Care; Residential Care; Kinship Care; Home Maker Services; Family Counseling; Home Studies; Assessments ";
;Pathways Youth & Family Services - Richardson;Licensed;888 South Greenville Avenue, Suite 127;Richardson;TX;75081;(972) 776-6684;;;;;;http://www.pathway.org/;"Pathways is a Texas-based non-profit social services organization dedicated to creating environments where children and families thrive. We provide a wide array of social services including adoption, foster care, counseling, therapy and other in-home services. All children need great parents. Why? Because parents create the stable, safe and nurturing environments in which children thrive. This is the premise of our adoption program and why we strive to find permanent homes for children. Our adoption staff is committed to ensuring the success of all the children and families we have the privilege to work with and we are committed to excellence before, during and after the adoption process. Our adoptive families will always have Pathways as an advocate and supporting partner. It is our goal to provide each home and child the best opportunity for a successful adoption experience. Pathways Adoptive Families: Provide for their children's safety at all times; Create an environment where children can thrive; Encourage and develop each child’s unique interests and curiosity; Help the children discover their own unique gifts & talents. Pathways also believes that children can succeed in homes of varying religious affiliations, racial make-ups and socio-economic backgrounds.  We work with families that share a common interest in healing the past and building strong futures in every child we encounter.";"Adoption; Foster Care; Residential Care; Kinship Care; Home Maker Services; Family Counseling; Home Studies; Assessments ";
;Pathways Youth & Family Services - San Antonio;Licensed;4243 Piedras Drive East, Beaumont Building, Suite 100;San Antonio;TX;78228;(210) 733-7117;;;;;;http://www.pathway.org/;"Pathways is a Texas-based non-profit social services organization dedicated to creating environments where children and families thrive. We provide a wide array of social services including adoption, foster care, counseling, therapy and other in-home services. All children need great parents. Why? Because parents create the stable, safe and nurturing environments in which children thrive. This is the premise of our adoption program and why we strive to find permanent homes for children. Our adoption staff is committed to ensuring the success of all the children and families we have the privilege to work with and we are committed to excellence before, during and after the adoption process. Our adoptive families will always have Pathways as an advocate and supporting partner. It is our goal to provide each home and child the best opportunity for a successful adoption experience. Pathways Adoptive Families: Provide for their children's safety at all times; Create an environment where children can thrive; Encourage and develop each child’s unique interests and curiosity; Help the children discover their own unique gifts & talents. Pathways also believes that children can succeed in homes of varying religious affiliations, racial make-ups and socio-economic backgrounds.  We work with families that share a common interest in healing the past and building strong futures in every child we encounter.";"Adoption; Foster Care; Residential Care; Kinship Care; Home Maker Services; Family Counseling; Home Studies; Assessments ";
;Presbyterian Children’s Homes and Services;Licensed;7880 San Felipe Street, Suite 111;Houston;TX;77063;(713) 522-2800;;;;;adoption@pchas.org;http://texas.pchas.org/;Presbyterian Children’s Homes and Services helps smooth the way for adoption, helping both women experiencing unplanned pregnancies and families looking to adopt. We guide adoptive families through the home study and legal process and train them so they’re prepared to bring a child into their home. And of course a lot of what we offer is support for the process they’re going through. We also provide counseling for the birth mother during and after her pregnancy. When she needs help that extends beyond six weeks after delivery, we connect her to a PCHAS Child and Family specialist. We provide housing, medical care, and other necessities through this program. Most of the adoptions we facilitate are open adoptions, meaning the birth parents select and meet future adoptive parents. If they would like, and they feel comfortable doing so, birthparents can maintain a close relationship with their birth child throughout the years. This can include contacts such as personal visits, pictures, letters and telephone calls. An open adoption benefits both birth families and adoptive families. Children can never have too many people to love them. Therefore, having an open adoption enables children to know their birthparents and learn more about their family history. While most adoptions today are open, in the past, the records were usually sealed. Adults who were adopted as children often ask us to help them search for and reunite them with their birth parents. This process involves counseling for all parties. In a typical year, we help more than 100 families in the Search and Reunion program.;Adoption;
;Rainbow of Love Adoption Agency Inc.;Licensed;P.O. Box 310245;Houston;TX;77231;(713) 779-8877;;;;;info@rainbowoflove.org;http://www.rainbowoflove.org/;If you are pregnant or the mother of a young child and you are not prepared for parenting at this time, consider ADOPTION. Adoption is a blessing for all involved..... Birthparent(s) - you chose life, provided unconditional love and now you are allowing your child to have an opportunity for a brighter future. Child - you will be raised in a safe, loving and stable home, by parents who are prepared to be parents. Adoptive Parents - you will be blessed with the child that you long desired, prayed and prepared for. Birthparent(s) can select the adoptive family or have a confidential adoption. We work with families nationwide of various races, ethnicity and religions. All families are thoroughly screened.;Adoption;
;Refuge House;Licensed;8000 I.H. 10 West, Suite 600;San Antonio;TX;78230;(972) 662-5112;;;;;;http://www.refugehouse.org/;Refuge House is a unique and innovative non-profit foster care and adoption agency that strongly believes in its motto, “A home is in the Heart of EVERY child.” The agency was founded on traditional Christian values and works hard to keep things “family focused”. The staff is a team of excellence, comprised of those committed not just to their roles in the agency, but to each of the children and families served. Unlike government run agencies, we provide round the clock access every day of the year. We know needs arise 24/7, and we offer 24/7 access and hands-on support to those we serve. Faith and Prayer are a large part of our day to day operation because we understand the simple fact that without God nothing is possible. Currently, the agency serves newborns through 21 years of age. If you are looking for an agency that will not only walk with you, but support you through the ins and outs of foster care and adoption, we urge you to consider making Refuge House your home. ;"Foster/Adopt; State Adoption; Foster Care";
;Refuge House;Licensed;2340 E Trinity Mills, Suite 300;Carrollton;TX;75006;(972) 662-5112;;;;;;http://www.refugehouse.org/;Refuge House is a unique and innovative non-profit foster care and adoption agency that strongly believes in its motto, “A home is in the Heart of EVERY child.” The agency was founded on traditional Christian values and works hard to keep things “family focused”. The staff is a team of excellence, comprised of those committed not just to their roles in the agency, but to each of the children and families served. Unlike government run agencies, we provide round the clock access every day of the year. We know needs arise 24/7, and we offer 24/7 access and hands-on support to those we serve. Faith and Prayer are a large part of our day to day operation because we understand the simple fact that without God nothing is possible. Currently, the agency serves newborns through 21 years of age. If you are looking for an agency that will not only walk with you, but support you through the ins and outs of foster care and adoption, we urge you to consider making Refuge House your home. ;"Foster/Adopt; State Adoption; Foster Care";
;Safe Haven Community Services;Licensed;7324 SW Freeway, Suite 835;Houston;TX;77074;(713) 988-7233;;;;;Info@safehavencommunityservices.org;http://www.safehavencommunityservices.org/;Safe Haven Community Services is a child-placing foster/adopt agency offering services to children who are in need of substitute care. This usually occurs when the birth parents are unable or unwilling to provide adequate care. Our mission is to find permanent homes for these children and prepare them to become responsible citizens. Did you know you can be part of that mission? We are always looking for individuals or families who are willing to open their home to a child and help direct their future.;Foster/Adopt;
;Smithlawn Maternity Home and Adoption Agency;Licensed;Box 6451;Lubbock;TX;79493;(806) 745-2574;Tony Parnell;;;;smithlawn@windstream.net;http://home.windstream.net/smithlawn/;"Pregnancy should be a time of joy and happy anticipation. Sometimes it is not...if you are experiencing an unplanned or crisis pregnancy. Smithlawn Maternity Home of Lubbock, Texas, offers a calm, supportive atmosphere where expectant mothers can explore the options available to them and are assisted in making appropriate choices. Smithlawn is a non-profit service organization dedicated to helping those who are pregnant during a difficult time in their life. Smithlawn accepts expectant mothers of any race, age and religion. A personal interview and application are preferred, but admission may be arranged by letter or by telephone. Expectant mothers from all over the United States and many foreign countries have found their way to Smithlawn since it's inception in 1960. Quality care, based on the concern for expectant mothers and their babies is the hallmark of Smithlawn. The Smithlawn Church of Christ was awarded ""The President's Volunteer Action Award"" for exemplary volunteer achievements with the Smithlawn Home.";Maternity and Adoption Services;
;Spaulding for Children;Licensed;6925 Portwest Drive, Suite 110;Houston;TX;77024;(713) 681-6991;Angela Harden;;;;aharden@spauldingforchildren.org;https://www.spauldingforchildren.org/;Spaulding for Children's mission is to provide children in need of a loving home with the joy of having one. A not-for-profit organization with a 38-year history, Spaulding for Children is dedicated to building and sustaining strong, nurturing adoptive families for children who have endured abuse, neglect or abandonment. Our vision is to be the premier provider of adoption, foster care and related services in Texas. Because of Spaulding for Children, there could be a loving family for every child who needs one. The agency is recognized for its innovative programs and leadership in collaborative initiatives.;"Adoption; Post Adoption; Foster Care";
;Spaulding for Children;Licensed;500 N. Water Street, Suite 604, South Tower;Corpus Christi;TX;78401;(361) 850-8200;Michelle Lopez;;;;mlopez@spauldingforchildren.org;https://www.spauldingforchildren.org/;Spaulding for Children's mission is to provide children in need of a loving home with the joy of having one. A not-for-profit organization with a 38-year history, Spaulding for Children is dedicated to building and sustaining strong, nurturing adoptive families for children who have endured abuse, neglect or abandonment. Our vision is to be the premier provider of adoption, foster care and related services in Texas. Because of Spaulding for Children, there could be a loving family for every child who needs one. The agency is recognized for its innovative programs and leadership in collaborative initiatives.;"Adoption; Post Adoption; Foster Care";
;Special Delivery Infant Adoption Agency - Amarillo Office;Licensed;1601 S Monroe;Amarillo;TX;79102;(806) 367-6755;Cindy Gilliland;;;;;http://www.specialdeliveryadoptions.org/;"Special Delivery Infant Adoption Agency is a non-profit, 501c3 corporation. We hold a Child-Placing license in the State of Texas. Special Delivery exists to provide full adoption services to families in the Panhandle and surrounding areas, provide Christian homes for babies and to provide the birth parents hope for a brighter future, while sharing the love of Jesus Christ. We maintain that every life comes from God, our Creator and He has a plan and a purpose for all life. Our child-placing license permits us to place children up to the age of six years old, allowing siblings of infants to be adopted, when applicable. We are not a foster to adopt agency; therefore we receive no government funding. Our operational support comes from fees paid by adopting parents, donations, grants and fundraisers. Therefore, our fees provide approximately one-fourth of the operational support needed to fund the full professional staff that is required to meet the needs of our families and our birth parents. First and foremost, Special Delivery is a ministry. Our identity is found in sharing the love of Christ with a servant’s heart. God is to be honored and glorified in all we do. He is the reason we exist and we believe adoption is from the very heart of God. Next, we are an advocate and a voice for the unborn. We rejoice in new life and strive to guide the birth parents to ultimately make the right decision for the baby. We will never coerce a birth mother to place her baby for adoption; our role is to present her with the facts to make an educated and informed decision that is right for her and her baby. Next, we believe the birth parents and the adopting families are equal in importance. The birth parents are making a sacrifice of love to provide the best they can through adoption for their baby. The adopting parents are taking a step of faith and sharing their loving home with a new life. A new life full of promise and hope. This ministry belongs to Jesus Christ and to all our prayer and financial partners. Some of you may want to be a partner with Special Delivery and be a part of building God’s Kingdom one baby, one family at a time. We look forward to hearing from you.";Adoption;
;Special Delivery Infant Adoption Agency - Lubbock Office;Licensed;4630 50th Street, Suite 108;Lubbock;TX;79414;(806) 793-1115;Cindy Gilliland;;;;;http://www.specialdeliveryadoptions.org/;"Special Delivery Infant Adoption Agency is a non-profit, 501c3 corporation. We hold a Child-Placing license in the State of Texas. Special Delivery exists to provide full adoption services to families in the Panhandle and surrounding areas, provide Christian homes for babies and to provide the birth parents hope for a brighter future, while sharing the love of Jesus Christ. We maintain that every life comes from God, our Creator and He has a plan and a purpose for all life. Our child-placing license permits us to place children up to the age of six years old, allowing siblings of infants to be adopted, when applicable. We are not a foster to adopt agency; therefore we receive no government funding. Our operational support comes from fees paid by adopting parents, donations, grants and fundraisers. Therefore, our fees provide approximately one-fourth of the operational support needed to fund the full professional staff that is required to meet the needs of our families and our birth parents. First and foremost, Special Delivery is a ministry. Our identity is found in sharing the love of Christ with a servant’s heart. God is to be honored and glorified in all we do. He is the reason we exist and we believe adoption is from the very heart of God. Next, we are an advocate and a voice for the unborn. We rejoice in new life and strive to guide the birth parents to ultimately make the right decision for the baby. We will never coerce a birth mother to place her baby for adoption; our role is to present her with the facts to make an educated and informed decision that is right for her and her baby. Next, we believe the birth parents and the adopting families are equal in importance. The birth parents are making a sacrifice of love to provide the best they can through adoption for their baby. The adopting parents are taking a step of faith and sharing their loving home with a new life. A new life full of promise and hope. This ministry belongs to Jesus Christ and to all our prayer and financial partners. Some of you may want to be a partner with Special Delivery and be a part of building God’s Kingdom one baby, one family at a time. We look forward to hearing from you.";Adoption;
;Texas Baptist Home for Children - Waxahachie;Licensed;629 Farley St.;Waxahachie;TX;75165;(972) 937-1321;Dana Holt;;;;dholt@tbhc.org;http://www.tbhc.org/;The Texas Baptist Home is committed to the Family. We believe the family is a beautiful picture to our world from God about how He loves and cares for each of us. The family is a love story that is sent straight from Heaven and it is our Christian responsibility to see to it that this story never dies. He has called the staff, supporters and volunteers of The Texas Baptist Home to fight for the preservation of the sanctity of the family!;"Adoption: Straight Adoption, Private Infant Adoption; Foster Care; Expectant Mother/Family Services; Post Adoption Services";
;Texas Baptist Home for Children - Bedford;Licensed;3901 Airport Freeway, Suite 200;Bedford;TX;76021;(817) 355-1700;Dana Holt;;;;dholt@tbhc.org;http://www.tbhc.org/;The Texas Baptist Home is committed to the Family. We believe the family is a beautiful picture to our world from God about how He loves and cares for each of us. The family is a love story that is sent straight from Heaven and it is our Christian responsibility to see to it that this story never dies. He has called the staff, supporters and volunteers of The Texas Baptist Home to fight for the preservation of the sanctity of the family!;"Adoption: Straight Adoption, Private Infant Adoption; Foster Care; Expectant Mother/Family Services; Post Adoption Services";
;Texas Foster Care and Adoption Services - San Antonio;Licensed;5825 Callaghan Rd, #206;San Antonio;TX;78228;(210) 332-9171;;;;;;http://www.texasfosterkids.org/;Texas Foster Care and Adoption Services is a private non-profit child placing agency licensed by the State of Texas. The organization was formed by like-minded individuals, dedicated to the mission of making a real difference in the lives of children in the State of Texas. The number of foster children in the San Antonio and Austin area is growing more and more every year. Today more than ever, we face the growing issue of needing more foster parents in the San Antonio region. By informing people every day about the need for foster care in our area, more people will become familiar with the available programs and benefits to fostering children. We hope that more families will consider fostering children. Many people in the San Antonio region either know current or former foster children or foster families. During the last census in 2009 there were a total of 547,415 children in the United States in foster care. Over 27,000 of these children are from Texas. These numbers have increased substantially over the past two years. Foster children should be a direct concern for every tax payer because our tax dollars are used to pay for the programs used to support foster children. With an increase in education and awareness, we can stop this problem from growing and begin to resolve it. We are searching for people in the community to provide loving, nurturing and healing homes to abused and neglected children in the state of Texas. Texas Foster Care covers the Austin, San Marcos, New Braunfels, and San Antonio areas with a special emphasis on Bexar County. We are members of Interagency Foster Care Coalition.;"Foster Care; Foster to Adopt; Adoption; Kinship Fostering Connections; Sibling Foster Groups";"Adoption process: Make the decision to adopt; Find an adoption agency that you feel is trustworthy and makes you feel good about the process; Take part in the home study process and complete the documentation; Find the child you want to adopt; Meet with the child's caseworker and get his/her recommendation for you as the adoptive parent; Schedule and take part in visitations with the child; Create a plan to take the child into your home; Take the child into your home; Finish the supervision period; Legally adopt the child through the court process"
;Texas Foster Care and Adoption Services - Austin;Licensed;1460 East Whitestone Blvd ,Suite 120;Cedar Park;TX;78613;(512) 697-9806;;;;;;http://www.texasfosterkids.org/;Texas Foster Care and Adoption Services is a private non-profit child placing agency licensed by the State of Texas. The organization was formed by like-minded individuals, dedicated to the mission of making a real difference in the lives of children in the State of Texas. The number of foster children in the San Antonio and Austin area is growing more and more every year. Today more than ever, we face the growing issue of needing more foster parents in the San Antonio region. By informing people every day about the need for foster care in our area, more people will become familiar with the available programs and benefits to fostering children. We hope that more families will consider fostering children. Many people in the San Antonio region either know current or former foster children or foster families. During the last census in 2009 there were a total of 547,415 children in the United States in foster care. Over 27,000 of these children are from Texas. These numbers have increased substantially over the past two years. Foster children should be a direct concern for every tax payer because our tax dollars are used to pay for the programs used to support foster children. With an increase in education and awareness, we can stop this problem from growing and begin to resolve it. We are searching for people in the community to provide loving, nurturing and healing homes to abused and neglected children in the state of Texas. Texas Foster Care covers the Austin, San Marcos, New Braunfels, and San Antonio areas with a special emphasis on Bexar County. We are members of Interagency Foster Care Coalition.;"Foster Care; Foster to Adopt; Adoption; Kinship Fostering Connections; Sibling Foster Groups";"Adoption process: Make the decision to adopt; Find an adoption agency that you feel is trustworthy and makes you feel good about the process; Take part in the home study process and complete the documentation; Find the child you want to adopt; Meet with the child's caseworker and get his/her recommendation for you as the adoptive parent; Schedule and take part in visitations with the child; Create a plan to take the child into your home; Take the child into your home; Finish the supervision period; Legally adopt the child through the court process"
;The Childrens Home of Lubbock - Foster Care and Adoption;Licensed;P.O. Box 2824;Lubbock;TX ;79408;(806) 762-0481;Mary Lauren Taylor;;;;mtaylor@childshome.org;http://www.childshome.org/;The Children's Home of Lubbock is fully licensed to complete home studies, counseling, and other processes necessary to complete adoptions for boys and girls in our care.  In 2008, we celebrated and surpassed the milestone of 750 completed adoptions since our beginning in April 1954.;Adoption Services;
;Lee & Beulah Moor Childrens Home - Adoption Services;Licensed;1100 East Cliff Drive;El Paso;TX;79902;(915) 544-8777;Rowena Dipasupil;;;;rpdipasupil@leemoor.org;http://www.leemoor.org/;Lee & Beulah Moor Children’s Home strongly believes that every child deserves a permanent plan that includes a stable, loving family, and a place to call home. Adoption agency staff members work with birth-parents, who, for whatever reason, are unable or unwilling to provide a stable home environment. Plans are carefully developed to provide for a child with a prospective adoptive family. Adoptive families are carefully evaluated by staff and prepared to receive children when the need arises. Birth-parents may participate in the selection and match of the child to prospective adoptive families. When appropriate, de-identified information is shared with birth-parents, agency staff, and adoptive parents, who all participate in the placement decision. The adoption program is licensed and monitored by the Texas Department of Family and Protective Services as a nonprofit Child Placing Agency. Infants and toddlers accepted for adoption are placed with the agency voluntarily by birth-parents at birth or shortly thereafter, usually before a child reaches one year old. Adoptive placements occur only after the agency has taken the legal steps necessary to qualify a child for adoption. ;Adoption;A formal application is completed by prospective adoptive parents and submitted to the agency, along with copies of marriage certificates, income statements, insurance policies, and references. A home study is conducted and interviews are held with each family member. Once approved, prospective adoptive parents complete written profiles that are de-identified and available for birth-parents to review. This process is intended to provide birth-parents with general information about the interests and qualities of approved families awaiting placement of children. Birth-parents are then able to provide the agency staff with input toward making a match between their child and the adoptive family. After children are placed in the adoptive home, counseling and supervision are offered regularly for six months until such time that the adoptive parents meet the legal requirements to petition the court for legal adoption. 
;The Settlement Home for Children - Foster & Adoption Program;Licensed;1600 Payton Gin Road;Austin;TX;78758;(512) 836-2150;;;;;info@settlementhome.org;https://www.settlementhome.org/;The Settlement Home locates, screens, trains and verifies potential foster and adoptive parents to become providers with us. (We are only able to serve families within a 1 hour radius of our facility.) Our staff provides continuing education and development for those chosen to serve and is on-call to provide support, respite care and crisis intervention when needed. Monthly reimbursement and medical coverage is provided.  Therapy services are also covered by the agency for each foster child in need.;Foster & Adoption;
;Dillon International;Licensed;P.O. Box 1655;Grapevine;TX;76099;(972) 854-2935;;;;;joy@dillonadopt.com;https://www.dillonadopt.com/;Dillon International was founded by Jerry and Deniese Dillon in 1972 to meet the needs of the thousands of vulnerable Korean orphans. Centrally located in the United States, Dillon International is based in Tulsa, Oklahoma, and was the first licensed international adoption agency in the state. Throughout our history, Dillon International has been actively involved in establishing intercountry adoption standards and policies both in the United States and abroad. The agency has helped to establish adoption programs in several countries, including a model foster care program in Korea. Each participating country in the agency’s adoption program has invited Dillon International to help find homes for their vulnerable children. Since our beginning, Dillon International has placed over 6,000 children from developing countries with loving, adoptive families in the United States. Several hundred additional children have been placed with families in their country of birth as a result of Dillon’s efforts. In addition, Dillon International has helped to underwrite hospitals, orphanages and schools in Korea, India, China, and most recently in Vietnam.;Adoption;"APPLICATION: This allows our agency to get acquainted with your family and determine if your  family meets the requirements for our agency and the U.S. government. We will help you determine which intercountry programs you qualify for, since each of the foreign countries has varying requirements. PRE-ADOPTION WORKSHOP: This is a required online course that prepares your family for what to expect throughout the adoption process, with particular focus on country-specific family requirements  and procedures. This course must be completed prior to receiving the Home Study Application. HOME STUDY APPLICATION: This is a collection of documents and information about your family that is required based on state, U.S. and foreign government regulations. The application helps us get to know you better, assists the social worker’s preparation of the home study, and helps your family “rehearse” for dossier preparation. Criminal background and child abuse checks are initiated at this time. The Home Study Application cannot be processed until all requested documents and copies are received. U.S. CITIZEN & IMMIGRATION SERVICES: USCIS determines each family’s eligibility and suitability to adopt a child from a foreign country. The process begins with your family filing the I-600A application (non-Hague adoption) or the I-800A application (Hague adoption) with USCIS. We will provide your family with instructions for filing either form after Application Part 2 is approved. USCIS will inform your family of the location and date to have fingerprints taken for a FBI criminal background check. If approved, USCIS will send your family an approval notice. The I-600A is valid for 18 months; the I-800A is valid for 15 months. Your family must renew either form filed as many times as necessary to ensure the USCIS approval is valid at the time the child’s U.S. visa is issued. INTERNATIONAL ADOPTION SEMINAR: This provides your family an in-depth learning opportunity to explore issues relevant for intercountry adoption and adoptive families and helps your family build realistic expectations for both the adoption experience and the child joining your family.  Topics include: attachment, grief and loss, medical issues, impact of institutionalization and environment on child development, talking to your child about adoption, racial and cultural identity, initial adjustments and more. Your family must complete the seminar prior to completing your home study. Completion of the seminar helps fulfill the USCIS and Hague Treaty requirement for pre-adoption counseling and education. This is an online class available on www.dillonadopt.com. HOME STUDY: This is an evaluation of your family, which is requested after the Home Study Application has been approved. A social worker usually has two to four visits with your family, including a home visit to get to know you, your parenting styles, your resources, and your reasons for adopting. The intent of the home study is to assess your family’s readiness and suitability to adopt a child. The Home Study also helps educate and prepare your family for the adoption experience and the child joining your family. The social worker will submit a current home study in compliance with the require ments set up by your state of residence, U.S. government and the foreign country.  Our Agency will provide the social worker with guidelines for preparing your home study and will review your home study to ensure it complies with requirements. DOSSIER: Once your family’s home study is completed, your family will prepare a dossier for submission to the foreign country you have chosen (with the exception of Korea). The dossier is a set of legal documents, which includes your family’s home study and provides information, which helps foreign government officials in determining if your family meets the country’s requirements for adopting a child. We review your family’s dossier documents to ensure they meet country requirements. Depending on the country, our staff may also process the documents and obtain authentication or apostille certificates. CHILD REFERRAL: Our Agency receives information on a child from the foreign country. The child’s information is then presented to your family by your home study social worker or an agency representative. Referral information will include one or more photos of the child, a social and medical history on the child and any medical treatment records and birth family information available. Your family is given at least two weeks to carefully consider the child’s information and to have your physician and other medical specialists review the information before deciding whether to accept the referral of the child. CHILD ASSIGNMENT: This happens after your family accepts a referral of a specific child. Assignment paperwork is sent to the foreign country and the authorities there take the steps necessary for the adoption process to proceed forward. PARENTING EDUCATION: Parenting an adopted child can have unique joys and challenges. We require all adoptive parents to complete a series of education requirements, including several online adoption courses and recommended parenting books prior to receiving their child. Your family will receive the Parent Education Requirements checklist with the Home Study Application. CHILD ARRIVAL: This will depend on whether your family has selected to adopt from a country that allows children to be escorted to the U.S. or whether your family must travel to receive your child. We will notify you when your child is ready to come home and will provide preparation and guidance about travel. POST-PLACEMENT SUPERVISION. This is provided by your family’s home study provider. The first visit must be done within four weeks of your child’s arrival home. Your social worker will assess your family and child’s adjustments to each other and provide support to help with the transition. An additional two to ten visits will be made with your family over a six-month to five-year period, depending on the country. After a minimum of six months, your social worker can recommend the finalization (or re-finalization) of your child’s adoption in the U.S.  In addition, some countries require families to provide periodic update reports for several years after the adoption, sometimes until the child is 18 years old. ADOPTION FINALIZATION: Depending on the country, the adoption may be finalized in the child’s birth country or in the U.S.  Either way, it is important to have the adoption finalized, re-finalized, or recognized in a U.S. court.  We recommend that your family retains an attorney with intercountry adoption experience to assist you with this process and with obtaining a U.S. birth certificate for your child. U.S. CITIZENSHIP: This is the final step in the adoption process. If your child enters the U.S. on an IR4 or IH4 visa, you will submit Form N600 to USCIS to receive a Certificate of U.S. Citizenship for your child after the adoption is finalized in the U.S.  If your child enters the U.S. on a IR3 or IH3 visa, your family will automatically receive your child’s Certificate of U.S. Citizenship usually within 45 days of arriving home.  We require all families to obtain a Certificate of U.S. Citizenship for their child because the certificate is a non-expiring, irrefutable record of your child’s U.S. citizenship."
